Overall Qual,Exter Qual,Bsmt Qual,1st Flr SF,Gr Liv Area,Kitchen Qual,Fireplace Qu,Garage Finish,Garage Area,Mas Vnr Avail,House_Style_1Story,House_Style_2Story,House_Style_Others,Foundation__CBlock,Foundation__Others,Foundation__PConc,Area_Side_East,Area_Side_North,Area_Side_South,Area_Side_West,Total_Bath,Age,Age_Renov,Bsmt_QC,Area_Rm_Ratio,SalePrice
5.0,2.0,4.0,1097,1097,2.0,0.0,1.0,672.0,0,1,0,0,0,0,1,0,0,0,1,1.5,15,14,3291.0,182.83,145000
8.0,3.0,4.0,1652,1652,4.0,0.0,2.0,499.0,0,1,0,0,0,0,1,0,1,0,0,3.0,7,7,4482.0,275.33,251000
4.0,2.0,3.0,1768,1768,2.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,2.0,42,42,5304.0,221.0,136500
4.0,2.0,0.0,1152,1152,2.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,1,2.0,53,53,0.0,192.0,82500
2.0,1.0,0.0,810,810,2.0,0.0,1.0,280.0,0,1,0,0,1,0,0,1,0,0,0,1.0,99,59,0.0,202.5,57625
7.0,3.0,4.0,1358,1358,3.0,4.0,2.0,484.0,1,1,0,0,0,0,1,0,1,0,0,3.0,2,1,4050.0,226.33,212500
6.0,2.0,5.0,1216,1216,2.0,0.0,1.0,402.0,1,1,0,0,0,0,1,0,0,1,0,3.0,8,8,3648.0,243.2,164000
6.0,2.0,3.0,967,1638,3.0,0.0,1.0,384.0,1,0,0,1,1,0,0,1,0,0,0,2.0,49,49,2901.0,273.0,139000
7.0,3.0,4.0,624,1252,3.0,0.0,1.0,462.0,1,0,1,0,0,0,1,0,1,0,0,3.5,9,8,1800.0,313.0,160000
5.0,2.0,4.0,883,883,2.0,2.0,1.0,698.0,0,0,0,1,0,0,1,0,0,1,0,2.0,17,16,2484.0,176.6,149000
5.0,2.0,3.0,874,874,2.0,0.0,2.0,288.0,0,1,0,0,1,0,0,0,0,1,0,2.0,41,41,2592.0,174.8,130000
7.0,2.0,3.0,902,1710,2.0,0.0,1.0,480.0,0,0,1,0,0,1,0,1,0,0,0,2.0,89,60,1728.0,190.0,140000
8.0,3.0,4.0,1836,1836,3.0,4.0,3.0,517.0,1,1,0,0,0,0,1,0,1,0,0,2.0,1,0,5508.0,229.5,264500
5.0,2.0,3.0,1092,1092,2.0,3.0,3.0,299.0,0,1,0,0,1,0,0,0,1,0,0,2.0,49,49,3276.0,182.0,141000
7.0,3.0,4.0,1241,1241,3.0,0.0,3.0,569.0,0,1,0,0,0,0,1,0,1,0,0,2.5,1,0,3723.0,310.25,199900
6.0,2.0,4.0,1334,1334,2.0,3.0,2.0,630.0,1,1,0,0,1,0,0,0,1,0,0,2.5,32,32,4050.0,222.33,167900
6.0,2.0,3.0,1429,1429,3.0,4.0,1.0,572.0,1,1,0,0,1,0,0,0,1,0,0,1.5,47,20,3432.0,204.14,181900
8.0,3.0,4.0,1566,1566,3.0,0.0,2.0,750.0,1,1,0,0,0,0,1,0,1,0,0,3.0,2,2,4698.0,223.71,262500
7.0,2.0,4.0,1316,2288,3.0,3.0,2.0,520.0,1,0,1,0,0,0,1,0,1,0,0,2.0,32,17,2724.0,286.0,230000
9.0,3.0,5.0,1709,1709,3.0,3.0,3.0,506.0,1,1,0,0,0,0,1,0,1,0,0,3.0,9,8,5094.0,341.8,328900
8.0,3.0,4.0,1721,1721,3.0,0.0,2.0,554.0,1,1,0,0,0,0,1,0,1,0,0,3.0,2,2,5163.0,245.86,232698
8.0,3.0,4.0,1254,1254,3.0,0.0,2.0,810.0,1,1,0,0,0,0,1,0,0,0,1,3.0,1,1,3762.0,250.8,221800
5.0,2.0,3.0,864,1350,3.0,0.0,1.0,627.0,0,0,0,1,0,1,0,0,0,0,1,2.5,67,35,1728.0,225.0,152400
7.0,3.0,4.0,1630,1630,3.0,3.0,1.0,451.0,1,1,0,0,0,0,1,0,0,0,1,2.0,9,8,4890.0,271.67,213000
7.0,3.0,4.0,831,1585,3.0,0.0,2.0,449.0,1,0,1,0,0,0,1,0,0,0,1,2.5,1,1,2352.0,226.43,184900
5.0,2.0,3.0,1336,1336,2.0,4.0,1.0,375.0,1,1,0,0,1,0,0,0,0,1,0,2.0,53,53,3495.0,267.2,157000
5.0,2.0,3.0,1211,1211,2.0,3.0,1.0,576.0,0,1,0,0,1,0,0,0,0,0,1,1.0,44,4,2592.0,201.83,144000
6.0,2.0,4.0,1353,1353,2.0,3.0,2.0,478.0,1,1,0,0,1,0,0,0,1,0,0,3.0,28,8,3777.0,270.6,192350
7.0,2.0,3.0,1200,1200,2.0,3.0,2.0,440.0,1,1,0,0,1,0,0,0,1,0,0,2.5,41,41,3522.0,200.0,163500
7.0,2.0,4.0,1532,2329,3.0,5.0,1.0,514.0,1,0,1,0,0,0,1,0,0,0,1,3.5,18,18,4425.0,232.9,262280
7.0,3.0,4.0,1536,1536,3.0,0.0,2.0,532.0,1,1,0,0,0,0,1,0,0,0,1,3.0,6,5,4608.0,219.43,214000
6.0,2.0,3.0,1811,1811,4.0,4.0,3.0,470.0,0,1,0,0,0,0,1,0,0,1,0,1.0,50,2,3219.0,301.83,230000
7.0,3.0,5.0,1071,2172,3.0,4.0,2.0,947.0,1,0,1,0,0,0,1,0,1,0,0,2.5,1,1,4252.0,241.33,280000
4.0,2.0,3.0,1073,1073,2.0,0.0,1.0,720.0,0,1,0,0,1,0,0,1,0,0,0,2.0,50,27,3219.0,178.83,140000
6.0,2.0,3.0,1051,1839,2.0,3.0,1.0,442.0,1,0,1,0,1,0,0,0,1,0,0,1.5,44,44,2268.0,262.71,155000
3.0,1.0,3.0,1020,1020,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1.0,88,56,2040.0,204.0,64500
6.0,3.0,4.0,964,1802,3.0,4.0,2.0,1017.0,1,0,1,0,0,0,1,0,0,0,1,3.0,17,17,2838.0,225.25,218000
5.0,2.0,3.0,1009,1009,2.0,2.0,1.0,576.0,1,0,0,1,1,0,0,0,0,0,1,2.0,30,30,4975.0,168.17,160000
8.0,3.0,4.0,1338,1338,3.0,0.0,2.0,598.0,0,1,0,0,0,0,1,0,1,0,0,2.0,0,0,4014.0,223.0,208900
5.0,2.0,0.0,3820,3820,4.0,4.0,1.0,624.0,0,1,0,0,0,1,0,0,0,0,1,3.5,49,12,0.0,347.27,284700
7.0,3.0,4.0,703,1392,3.0,0.0,1.0,540.0,0,0,1,0,0,0,1,0,1,0,0,2.0,1,1,2067.0,278.4,146000
8.0,3.0,4.0,1288,1288,4.0,4.0,3.0,500.0,0,1,0,0,0,0,1,0,1,0,0,2.5,12,12,3780.0,322.0,245500
6.0,2.0,3.0,1013,1013,2.0,0.0,1.0,160.0,0,0,0,1,0,1,0,1,0,0,0,1.0,82,58,2976.0,168.83,113000
8.0,3.0,5.0,1782,1782,3.0,4.0,3.0,932.0,1,1,0,0,0,0,1,0,1,0,0,3.0,5,4,5346.0,254.57,296000
10.0,4.0,5.0,1718,1718,4.0,4.0,3.0,786.0,1,1,0,0,0,0,1,0,1,0,0,3.0,3,2,5100.0,245.43,337500
4.0,2.0,2.0,624,936,2.0,0.0,1.0,265.0,0,0,0,1,1,0,0,0,0,0,1,1.0,58,56,1872.0,187.2,97900
6.0,3.0,4.0,1218,1218,3.0,0.0,3.0,676.0,0,1,0,0,0,0,1,0,1,0,0,2.0,0,0,3654.0,304.5,208300
7.0,2.0,4.0,910,1820,3.0,3.0,1.0,816.0,0,0,1,0,0,0,1,0,0,1,0,2.5,12,11,2730.0,227.5,213000
7.0,2.0,4.0,880,1724,3.0,0.0,3.0,527.0,0,0,1,0,0,0,1,0,0,0,1,2.5,10,9,2640.0,215.5,188000
6.0,2.0,3.0,1336,1336,2.0,3.0,2.0,488.0,1,1,0,0,1,0,0,0,1,0,0,1.5,48,48,3363.0,190.86,162000
5.0,2.0,3.0,910,1558,2.0,0.0,1.0,282.0,0,0,0,1,1,0,0,1,0,0,0,1.5,57,57,2730.0,259.67,152000
7.0,3.0,4.0,991,1947,3.0,4.0,2.0,678.0,0,0,1,0,0,0,1,0,1,0,0,2.5,6,5,2973.0,243.38,254900
7.0,3.0,4.0,832,1657,3.0,0.0,2.0,483.0,1,0,1,0,0,0,1,0,0,0,1,2.5,14,13,2496.0,276.17,189000
7.0,3.0,4.0,2064,2064,3.0,2.0,3.0,550.0,1,1,0,0,1,0,0,0,1,0,0,3.0,30,30,6144.0,294.86,235000
5.0,2.0,3.0,1164,1164,2.0,0.0,1.0,240.0,0,1,0,0,1,0,0,0,0,0,1,2.0,58,58,3492.0,232.8,125000
7.0,2.0,4.0,836,836,2.0,0.0,1.0,308.0,0,1,0,0,1,0,0,0,1,0,0,1.0,35,35,2508.0,209.0,120000
1.0,2.0,0.0,1600,1600,2.0,0.0,1.0,270.0,0,1,0,0,1,0,0,0,0,1,0,1.5,55,55,0.0,266.67,81500
6.0,2.0,4.0,816,816,2.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,1,2.0,17,17,2448.0,163.2,118500
5.0,2.0,3.0,1001,2002,2.0,0.0,1.0,871.0,0,0,1,0,1,0,0,0,0,1,0,2.0,58,57,3003.0,250.25,145000
7.0,3.0,3.0,1137,1954,3.0,3.0,1.0,431.0,1,0,0,1,1,0,0,0,0,1,0,2.0,69,2,2394.0,244.25,311500
7.0,3.0,4.0,1364,1364,3.0,4.0,3.0,437.0,1,1,0,0,0,0,1,0,0,0,0,3.0,0,0,3660.0,227.33,210250
7.0,3.0,4.0,920,1861,3.0,0.0,2.0,492.0,0,0,1,0,0,0,1,0,0,0,1,3.5,4,4,2748.0,232.62,200000
5.0,2.0,0.0,1302,1734,3.0,0.0,1.0,539.0,0,0,0,1,1,0,0,0,0,1,0,2.0,32,32,0.0,216.75,126000
4.0,3.0,2.0,717,1039,2.0,0.0,1.0,281.0,0,0,1,0,0,1,0,1,0,0,0,1.0,109,6,1215.0,173.17,114000
4.0,3.0,2.0,833,1510,3.0,0.0,1.0,720.0,0,0,1,0,0,1,0,1,0,0,0,2.0,99,59,2031.0,215.71,87500
8.0,3.0,4.0,1512,1512,3.0,0.0,2.0,845.0,1,1,0,0,0,0,1,0,0,0,1,2.0,5,5,4536.0,252.0,203000
7.0,3.0,4.0,1434,1434,3.0,3.0,2.0,527.0,0,1,0,0,0,0,1,0,0,0,1,2.0,8,8,4362.0,239.0,189000
7.0,3.0,4.0,812,1653,3.0,0.0,2.0,628.0,0,0,1,0,0,0,1,0,1,0,0,3.5,6,6,2436.0,275.5,209000
6.0,2.0,2.0,1090,2007,4.0,0.0,1.0,357.0,0,0,1,0,0,1,0,1,0,0,0,2.0,109,59,3668.0,250.88,160000
5.0,2.0,2.0,1037,1037,2.0,0.0,2.0,431.0,1,1,0,0,1,0,0,0,0,0,1,2.0,33,33,3111.0,207.4,129000
5.0,2.0,4.0,1389,1389,2.0,3.0,2.0,418.0,0,1,0,0,1,0,0,0,0,1,0,2.0,32,31,4167.0,231.5,170000
5.0,2.0,3.0,694,694,3.0,4.0,1.0,352.0,0,1,0,0,0,0,1,0,0,1,0,1.0,94,5,1320.0,173.5,90350
6.0,2.0,3.0,572,1096,2.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,1.0,84,58,1716.0,219.2,79000
5.0,2.0,3.0,894,894,2.0,0.0,1.0,552.0,0,1,0,0,0,0,1,0,0,0,1,2.0,34,34,2682.0,178.8,149900
5.0,2.0,4.0,864,864,2.0,0.0,1.0,576.0,0,1,0,0,1,0,0,0,1,0,0,2.0,37,37,2592.0,172.8,123000
4.0,2.0,3.0,1095,1774,2.0,0.0,1.0,779.0,0,0,1,0,0,1,0,1,0,0,0,3.0,106,56,2190.0,221.75,87000
6.0,2.0,3.0,1118,1118,2.0,1.0,3.0,358.0,0,0,0,1,1,0,0,0,0,1,0,2.0,31,31,3288.0,186.33,171000
6.0,2.0,3.0,1032,1252,2.0,0.0,1.0,288.0,0,0,0,1,1,0,0,0,1,0,0,1.0,58,58,3096.0,208.67,119000
5.0,2.0,3.0,1148,1148,2.0,0.0,1.0,672.0,0,1,0,0,1,0,0,0,1,0,0,2.0,50,50,3444.0,191.33,132500
8.0,2.0,3.0,833,1666,3.0,4.0,1.0,228.0,0,0,1,0,0,0,1,1,0,0,0,1.0,83,12,1764.0,238.0,161000
9.0,3.0,4.0,1366,1947,3.0,3.0,3.0,725.0,1,0,1,0,0,0,1,0,0,0,1,3.5,7,6,4071.0,278.14,274000
5.0,2.0,3.0,912,912,2.0,2.0,1.0,336.0,0,1,0,0,1,0,0,0,0,0,1,1.0,43,43,2736.0,182.4,125000
5.0,2.0,3.0,1195,1195,2.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,2.0,61,57,3585.0,149.38,98500
8.0,3.0,4.0,1624,1624,3.0,2.0,2.0,757.0,0,1,0,0,0,0,1,0,1,0,0,3.0,12,11,4872.0,324.8,262000
5.0,2.0,3.0,914,914,2.0,0.0,1.0,444.0,1,1,0,0,1,0,0,0,0,0,1,2.0,30,30,2742.0,182.8,134900
5.0,2.0,3.0,1328,1328,2.0,4.0,2.0,308.0,0,1,0,0,1,0,0,0,0,1,0,2.0,48,48,4050.0,265.6,170000
6.0,2.0,3.0,686,1461,2.0,4.0,1.0,225.0,0,0,1,0,0,1,0,0,0,1,0,1.0,81,16,2058.0,243.5,135000
6.0,3.0,4.0,1364,2683,3.0,4.0,2.0,473.0,1,0,1,0,0,0,1,0,1,0,0,3.5,18,17,2790.0,298.11,290000
7.0,3.0,4.0,1258,1258,3.0,0.0,2.0,462.0,1,1,0,0,0,0,1,0,1,0,0,2.0,0,0,3738.0,209.67,173500
5.0,2.0,3.0,1112,2008,4.0,0.0,1.0,230.0,0,0,1,0,1,0,0,0,0,0,1,4.0,58,4,3584.0,251.0,225000
5.0,2.0,3.0,1187,1187,2.0,3.0,2.0,440.0,0,1,0,0,1,0,0,0,1,0,0,2.0,46,46,2592.0,197.83,140500
5.0,2.0,4.0,990,990,2.0,0.0,1.0,299.0,0,1,0,0,0,0,1,0,0,0,1,1.0,13,13,2970.0,198.0,126000
8.0,3.0,4.0,962,1586,3.0,0.0,1.0,480.0,1,0,1,0,0,0,1,0,1,0,0,3.5,9,9,2880.0,226.57,170000
5.0,2.0,4.0,990,990,2.0,0.0,1.0,576.0,0,1,0,0,0,0,1,0,0,0,1,1.5,11,11,2970.0,198.0,156000
5.0,2.0,3.0,1600,1600,2.0,4.0,2.0,319.0,0,1,0,0,1,0,0,0,1,0,0,2.0,49,9,4452.0,266.67,207500
8.0,3.0,4.0,896,1792,3.0,0.0,3.0,590.0,0,0,1,0,0,0,1,0,1,0,0,2.5,0,0,2688.0,224.0,255000
4.0,2.0,4.0,526,988,2.0,1.0,2.0,297.0,0,0,0,1,1,0,0,0,0,1,0,2.0,35,35,1386.0,247.0,94900
5.0,2.0,3.0,1170,1170,2.0,3.0,2.0,338.0,0,1,0,0,1,0,0,0,1,0,0,1.5,49,49,3510.0,195.0,140000
3.0,2.0,3.0,714,1376,2.0,0.0,1.0,216.0,0,0,1,0,0,1,0,1,0,0,0,1.0,101,56,1476.0,196.57,96900
5.0,2.0,3.0,1154,1154,2.0,1.0,2.0,480.0,1,1,0,0,1,0,0,0,1,0,0,1.5,43,43,3462.0,192.33,154000
8.0,3.0,3.0,909,1772,3.0,0.0,1.0,816.0,0,0,1,0,0,1,0,1,0,0,0,2.5,97,8,2175.0,253.14,184900
4.0,2.0,3.0,951,951,2.0,0.0,1.0,327.0,0,1,0,0,0,1,0,1,0,0,0,1.0,70,56,2853.0,158.5,106500
8.0,3.0,4.0,1466,2687,3.0,3.0,2.0,810.0,1,0,1,0,0,0,1,0,1,0,0,3.5,9,9,4365.0,268.7,327000
6.0,2.0,3.0,1204,1666,2.0,0.0,1.0,384.0,0,0,0,1,0,1,0,1,0,0,0,1.0,82,59,3612.0,416.5,135000
6.0,3.0,4.0,1141,1141,2.0,0.0,1.0,484.0,0,1,0,0,0,0,1,0,0,0,1,1.5,1,1,3423.0,190.17,142500
5.0,2.0,3.0,732,1464,2.0,0.0,1.0,470.0,0,0,1,0,1,0,0,0,1,0,0,1.5,40,40,2196.0,209.14,141000
5.0,2.0,4.0,820,1347,2.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,2.0,98,17,3351.0,269.4,107500
5.0,2.0,3.0,778,1282,2.0,0.0,1.0,240.0,0,0,0,1,1,0,0,0,0,1,0,2.0,65,28,2016.0,320.5,108500
6.0,2.0,4.0,636,1320,3.0,0.0,3.0,472.0,0,0,1,0,0,0,1,0,0,0,1,2.5,12,12,1908.0,220.0,150000
3.0,2.0,2.0,576,936,2.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1.0,90,56,432.0,156.0,78000
8.0,3.0,4.0,1580,1580,3.0,0.0,2.0,830.0,1,1,0,0,0,0,1,0,1,0,0,2.0,1,0,4740.0,225.71,235128
7.0,2.0,4.0,1824,1824,3.0,3.0,1.0,739.0,1,1,0,0,1,0,0,0,0,0,1,3.0,36,5,4929.0,364.8,302000
5.0,2.0,3.0,1558,1558,2.0,0.0,3.0,440.0,0,1,0,0,1,0,0,0,0,0,1,3.0,33,7,2592.0,311.6,163000
3.0,2.0,0.0,640,640,2.0,0.0,1.0,240.0,0,1,0,0,1,0,0,0,0,0,1,1.0,65,3,0.0,128.0,84900
6.0,2.0,3.0,855,1322,2.0,2.0,1.0,440.0,0,0,1,0,1,0,0,0,1,0,0,3.0,35,35,2565.0,220.33,147000
7.0,3.0,3.0,916,1826,4.0,4.0,1.0,164.0,0,0,1,0,0,0,1,1,0,0,0,2.5,94,4,2730.0,260.86,155000
7.0,2.0,4.0,1339,1339,2.0,3.0,3.0,484.0,1,1,0,0,1,0,0,0,0,1,0,3.0,16,16,3927.0,223.17,180000
4.0,1.0,0.0,372,1092,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,2.0,80,60,0.0,156.0,55000
7.0,3.0,5.0,1146,1146,3.0,4.0,3.0,438.0,1,0,0,1,0,0,1,0,0,1,0,3.0,4,4,2604.0,191.0,187500
6.0,2.0,3.0,1125,1125,2.0,2.0,1.0,352.0,1,0,0,1,1,0,0,0,0,0,1,2.0,33,33,3123.0,187.5,125000
7.0,3.0,4.0,1020,2057,3.0,4.0,3.0,180.0,0,0,0,1,1,0,0,0,0,1,0,1.5,70,19,3051.0,342.83,250000
5.0,2.0,3.0,899,899,2.0,0.0,1.0,200.0,0,1,0,0,0,1,0,1,0,0,0,1.0,98,58,1924.0,179.8,78000
4.0,2.0,3.0,828,1594,2.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,2.0,98,12,2484.0,177.11,118000
8.0,4.0,5.0,1694,1694,3.0,0.0,3.0,818.0,1,1,0,0,0,0,1,0,1,0,0,2.0,0,0,5082.0,242.0,318000
8.0,3.0,4.0,1065,1911,3.0,3.0,2.0,471.0,1,0,1,0,0,0,1,0,0,0,1,2.5,13,12,2331.0,238.88,215000
4.0,2.0,2.0,672,672,2.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1.0,81,56,1296.0,168.0,72000
6.0,2.0,4.0,1523,1523,2.0,3.0,3.0,478.0,1,1,0,0,1,0,0,0,1,0,0,2.5,32,32,3579.0,217.57,180000
6.0,2.0,4.0,1651,1651,2.0,3.0,3.0,616.0,1,1,0,0,1,0,0,0,0,1,0,3.0,22,22,3212.0,235.86,184000
5.0,2.0,3.0,1041,1041,2.0,0.0,2.0,270.0,1,1,0,0,1,0,0,0,1,0,0,2.0,50,50,3123.0,173.5,124500
5.0,2.0,3.0,1604,1604,2.0,0.0,1.0,576.0,0,1,0,0,1,0,0,0,1,0,0,2.0,52,52,4812.0,200.5,135000
6.0,2.0,3.0,1014,1672,3.0,4.0,1.0,240.0,0,0,0,1,1,0,0,1,0,0,0,1.5,68,19,2943.0,278.67,164900
7.0,2.0,3.0,1164,1164,2.0,0.0,1.0,528.0,1,1,0,0,1,0,0,0,1,0,0,1.5,37,37,3492.0,194.0,140000
5.0,2.0,3.0,1041,1041,2.0,0.0,2.0,294.0,0,1,0,0,1,0,0,0,1,0,0,1.0,51,51,3123.0,173.5,128000
6.0,2.0,4.0,1034,1034,2.0,1.0,3.0,504.0,1,0,0,1,1,0,0,0,0,0,1,1.5,30,30,1350.0,172.33,153000
6.0,3.0,4.0,825,1609,2.0,0.0,1.0,228.0,0,0,0,1,0,1,0,1,0,0,0,1.0,98,58,3184.0,229.86,127500
5.0,2.0,3.0,1337,1337,3.0,4.0,2.0,264.0,0,1,0,0,1,0,0,0,1,0,0,2.0,58,2,1716.0,191.0,141500
8.0,3.0,5.0,1500,2622,3.0,3.0,2.0,712.0,1,0,1,0,0,0,1,0,1,0,0,3.5,16,15,4389.0,291.33,325000
7.0,2.0,4.0,1594,1594,3.0,3.0,2.0,472.0,1,1,0,0,0,0,1,0,1,0,0,2.0,14,14,4782.0,265.67,188500
6.0,3.0,4.0,1262,1262,3.0,0.0,3.0,572.0,1,1,0,0,0,0,1,0,1,0,0,2.0,0,0,3786.0,252.4,185000
6.0,2.0,4.0,1175,1175,3.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,1,2.0,3,2,4700.0,195.83,146000
6.0,2.0,3.0,664,1288,4.0,4.0,1.0,280.0,0,0,1,0,0,1,0,1,0,0,0,2.0,92,2,1872.0,257.6,119000
5.0,2.0,3.0,630,1302,2.0,0.0,1.0,280.0,1,0,1,0,1,0,0,0,1,0,0,2.5,38,38,1890.0,217.0,112000
8.0,3.0,4.0,1247,1247,3.0,4.0,3.0,550.0,0,1,0,0,0,0,1,0,1,0,0,2.5,1,1,3741.0,311.75,197000
8.0,3.0,4.0,1689,1689,3.0,4.0,2.0,857.0,1,1,0,0,0,0,1,0,0,1,0,3.0,6,6,4704.0,241.29,271000
7.0,3.0,4.0,1405,1405,3.0,4.0,2.0,478.0,1,1,0,0,0,0,1,0,1,0,0,3.0,4,4,4215.0,234.17,200000
7.0,2.0,4.0,1324,1324,3.0,2.0,3.0,585.0,1,0,0,1,1,0,0,0,1,0,0,2.5,31,31,3684.0,264.8,174000
5.0,2.0,3.0,1377,1377,2.0,3.0,1.0,351.0,0,1,0,0,1,0,0,0,1,0,0,2.0,47,47,4131.0,229.5,156500
6.0,3.0,5.0,888,1756,2.0,0.0,3.0,422.0,1,0,1,0,0,0,1,0,0,1,0,3.5,11,10,2616.0,250.86,204000
5.0,2.0,3.0,1228,1228,3.0,0.0,1.0,271.0,0,1,0,0,1,0,0,0,0,0,1,1.5,42,2,3684.0,204.67,149350
5.0,2.0,3.0,1008,1008,2.0,4.0,2.0,275.0,0,1,0,0,1,0,0,0,1,0,0,1.0,52,52,3024.0,252.0,137000
7.0,3.0,4.0,1153,2031,3.0,3.0,3.0,541.0,1,0,1,0,0,0,1,0,0,0,1,2.5,10,9,3459.0,253.88,222500
6.0,3.0,4.0,752,1504,3.0,0.0,3.0,440.0,1,0,1,0,0,0,1,0,1,0,0,2.5,0,0,2256.0,250.67,166000
5.0,2.0,3.0,936,936,2.0,4.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,2.0,90,60,2808.0,187.2,109500
4.0,2.0,0.0,1383,1383,2.0,0.0,1.0,498.0,0,1,0,0,1,0,0,0,0,0,1,1.0,55,55,0.0,230.5,122000
5.0,2.0,3.0,967,967,2.0,4.0,1.0,180.0,0,1,0,0,0,1,0,1,0,0,0,1.0,87,17,2901.0,193.4,99900
8.0,3.0,4.0,1656,1656,3.0,0.0,2.0,826.0,0,1,0,0,0,0,1,0,1,0,0,2.0,1,1,4968.0,236.57,249700
6.0,2.0,3.0,1152,1152,3.0,4.0,1.0,300.0,0,1,0,0,1,0,0,0,0,1,0,1.5,59,5,3276.0,192.0,158500
6.0,2.0,3.0,1142,1142,3.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1.5,1,1,3426.0,228.4,139500
6.0,3.0,4.0,1403,1403,3.0,0.0,1.0,470.0,0,1,0,0,0,1,0,0,0,1,0,3.0,6,6,4143.0,280.6,202000
5.0,2.0,3.0,1712,1712,2.0,0.0,3.0,588.0,1,1,0,0,1,0,0,0,1,0,0,2.0,47,1,4878.0,214.0,145000
4.0,2.0,4.0,1258,1258,2.0,0.0,1.0,400.0,0,0,0,1,1,0,0,0,0,0,1,3.0,39,39,3594.0,209.67,108959
5.0,2.0,3.0,1687,1687,2.0,3.0,1.0,572.0,0,1,0,0,1,0,0,0,0,1,0,2.0,62,60,2241.0,241.0,160000
5.0,2.0,3.0,1560,1560,2.0,0.0,1.0,484.0,1,1,0,0,1,0,0,0,1,0,0,2.0,49,49,4680.0,195.0,128600
7.0,2.0,4.0,1142,1935,2.0,3.0,2.0,550.0,1,0,1,0,1,0,0,0,1,0,0,2.5,31,31,2379.0,276.43,197900
7.0,3.0,5.0,1083,1083,2.0,2.0,2.0,596.0,1,0,0,1,1,0,0,0,1,0,0,2.0,30,30,3141.0,216.6,172000
5.0,2.0,4.0,907,907,2.0,0.0,2.0,308.0,0,1,0,0,1,0,0,0,0,0,1,2.0,30,30,2628.0,181.4,130000
6.0,3.0,5.0,1675,1675,3.0,0.0,2.0,435.0,0,1,0,0,0,0,1,0,0,1,0,3.0,9,8,4998.0,279.17,195000
5.0,2.0,3.0,988,988,2.0,0.0,2.0,520.0,0,1,0,0,1,0,0,0,0,1,0,1.0,54,54,2964.0,247.0,113000
8.0,3.0,5.0,1491,1491,3.0,0.0,2.0,490.0,0,1,0,0,0,0,1,0,0,1,0,2.0,5,5,4473.0,213.0,209000
7.0,2.0,4.0,1479,1479,3.0,2.0,3.0,578.0,1,0,0,1,0,0,1,0,0,1,0,4.5,22,20,4935.0,211.29,213500
5.0,2.0,3.0,1112,1112,2.0,0.0,1.0,480.0,0,1,0,0,1,0,0,0,1,0,0,1.0,58,58,1893.0,222.4,126000
6.0,2.0,3.0,1689,1689,2.0,4.0,1.0,480.0,0,1,0,0,1,0,0,0,0,0,1,1.0,53,53,4308.0,241.29,127500
9.0,4.0,5.0,1710,1710,4.0,4.0,2.0,557.0,1,1,0,0,0,0,1,0,1,0,0,3.0,1,1,5130.0,285.0,334000
6.0,2.0,3.0,1253,1253,2.0,2.0,2.0,352.0,1,1,0,0,1,0,0,0,1,0,0,2.5,48,48,3759.0,250.6,157000
5.0,2.0,3.0,864,864,2.0,0.0,1.0,294.0,0,1,0,0,1,0,0,0,1,0,0,1.0,45,45,2592.0,172.8,125500
7.0,3.0,4.0,728,1456,3.0,4.0,3.0,410.0,0,0,1,0,0,0,1,0,0,0,1,3.5,3,3,2184.0,208.0,189000
7.0,2.0,4.0,1217,1217,3.0,0.0,1.0,497.0,0,0,0,1,0,0,1,0,0,1,0,3.0,19,18,3564.0,202.83,173000
7.0,3.0,4.0,2151,2646,3.0,3.0,2.0,550.0,1,0,0,1,1,0,0,0,1,0,0,4.0,32,32,5244.0,294.0,260000
8.0,3.0,4.0,866,1768,3.0,0.0,2.0,578.0,0,0,1,0,0,0,1,0,0,0,1,2.5,2,2,2598.0,252.57,212000
5.0,3.0,4.0,914,914,2.0,0.0,1.0,576.0,0,0,0,1,0,0,1,0,0,0,1,1.0,10,10,2610.0,182.8,148000
6.0,2.0,3.0,1131,1775,2.0,0.0,1.0,480.0,0,0,0,1,1,0,0,0,1,0,0,2.0,46,46,1599.0,221.88,136300
5.0,2.0,4.0,1361,2620,2.0,3.0,2.0,600.0,0,0,0,1,1,0,0,0,0,0,1,3.0,30,30,4083.0,218.33,190000
